Nombre,CYm,CXm,fecha_repo,id_organiz,nombre_org,vigencia,fecha_oper,conv_upme,nombre_con,nombre_sub,nombre_s_1,id_circuit,nombre_cir,nombre_tra,sistema,id_tramo,id_tension,nivel_tens,tipo_circu,cod_uc,circuito_v,longitud_t,tipo_condu,cable_guar,num_conduc,capacidad,resistenci,reactancia,susceptanc,servidumbr,nombre_eje,nombre_pro,observacio,fuente,verificaci,fecha_veri,Shape_STLe,STTipo,layer,path,LPkm,UPME_TensionkW_TensionkW,UPME_TensionkW_ColorHex,n,distance,feature_x,feature_y,nearest_x,nearest_y
DAPC - Subestación Río San Juan,1998472,4849040,2018/10/31,899999082-3,GRUPO ENERGIA BOGOTA S.A. E.S.P.,2017/12/31,1994/01/01,1,NA,REFORMA,TUNAL,RETU1_2,CORREDOR SUR,LA REFORMA - TUNAL 1-2 230 kV,0,"2",25,5,0,"0",0,75.17042172,18,3,1,960.00000000,0.03430000,0.37390000,45609.00000000,60.00000000,NA,GRUPO ENERGIA BOGOTA S.A. E.S.P.,"-",OPERADOR,SI,2021/12/01,75607.92797500000,STN - Nacional,UPME_LineaTransmisionSTN,D:/R.DAPC/file/shp/UPME_LineaTransmisionSTN.shp,75.1206235100,"230",#f08b01,1,57462.9944996762,4849040,1998472,4883680.39610156,2044319.9955374
